num|nb_reactions|nb_commentaires|text_post
475|0|0| Mais ce discours est vrai on s'attaque à ce qui est facile. Je vous cite wish comme j'aurai pu vous dire Amazon ou tout autre site mondial de e-commerce. On ne peut pas réduire la dessus car ça serai la révolte populaire. Oui le réchauffement est une réalité indéniable. Mais un discours à réduire tout de manière ferme comme le votre n'est pas une solution. Surtout venant de quelqu'un qui à eu le Bac en 83 donc né dans les années 60 et qui lui à profité pleinement sans vraiment se poser de question jusque très récemment. Il faut plus rondeur et de souplesse, des idées extrêmes ne sont jamais sorties de grandes avancées.Pour répondre à votre article sur Airbus très intéressant bien que datant d'un an. Oui l'hydrogène n'est pas d'actualité à court terme ... pas d'une volonté des avionneurs ... mais uniquement du lobby du pétrole ... deuxième plus gros après celui des armes.Pourquoi développer des choses qui ne pourraient se vendre car l'hydrogène qui est une solution très prometteuse mais pas du tout rentable pour l'industrie du pétrole qui cherche à préserver son pré-carré ... Il faudraient que les états à l'image de la Corée du Sud investisse sur la technologie en amont :)
476|0|0| Ce n'est pas *mon* discours. Les rapports du GIEC, vous les avez lus ? Le PTEF du Shift Project ? ou bien d'autres publications qui préconisent une modification drastique mais progressive de nos modes de vie ? Tout doit être revu, très vite pour arriver progressivement à l'objectif de 2 tonnes par personne.Et que j'en ai profité ou non (vous n'en savez rien) ne change absolument rien à l'urgence. (pour information, je n'ai pas eu le bac en 83 alors le reste ...)Sur ce bonne journée
477|2|0|Voilà une approche non scientifique, ridicule, dogmatique et idéologique et dépourvue de fondements sérieux.
478|1|0|C’est bizarre, les actions vont toujours contre les gens aisés. Ah aussi contre les golfs et les soit disant gens aisés de ce monde sportif. Légèrement télédirigés.
479|1|0|Pas d’autres priorités ????
480|0|0|Entre les transports plus verts (comme le train, qui doit être développé de plus en plus, de manière urgente) et les outils comme Zoom qui nous permettent de se "rencontrer" sans se déplacer et la possibilité de tout simplement anticiper ses déplacements pour ne pas avoir besoin de jet privé pour partir à la dernière minute, il n'y a AUCUNE raison d'avoir recours à ce moyen de transport (sauf vraiment, vraiment en cas d'urgence). Mais je parie que 98% des déplacements en jet privés sont fait par choix de confort et d'image. Il est temps de changer notre regard sur l'idée de la "réussite" et du prestige. Pour moi, une personne qui se déplace en jet privé sans que ça soit absolument nécessaire n'est pas quelqu'un que je respecte ou que j'admire.
481|0|0|Même issue que la taxation des super-profits ?
482|2|0|Et si on s’occupait en priorité surtout de faire pression sur les pays qui ont un réel impact sur le climat ? Plutôt que s’acharner en France à se tirer des balles dans les pieds en permanence. Supprimez tous les avions du sol Français et il y aura encore des canicules…. Votre raisonnement ne tient pas la route.
483|3|22| ah oui donc ils font ça pour l'argent bien sûr. Vous avez des sources à partager ?
484|0|0| et alors ? Aujourd'hui il n'y a plus un seul climatologue niant la réalité du réchauffement climatique anthropique 
485|0|0| complètement faux , au contraire la tendance est plutôt inverse.   Et on se répète , le nombre n’est pas une preuve
486|0|0| il faut sacrément de la patience pour parler avec quelqu'un comme vous. Quelles sont vos preuves pour dire qu'on est sur une tendance inverse ?
487|0|0| je vous retourne le compliment. Depuis quand le nombre d’adepte est une preuve scientifique?
488|0|0| vous ne devez pas savoir lire je vois que cette solution. Ces scientifiques ont apporté les preuves, relue dans des revues à comité de lecture telles que nature. Si vous êtes plus malin qu'eux, apportez les preuves que le réchauffement climatique n'existe pas.
489|1|0| Depuis l'invention des religions.
490|0|0| tiens un autre champion. Vous aussi vous vous croyez plus malin qu'un consensus scientifique à plus de 99 pour cent qui a apporté ses preuves depuis longtemps, publié dans des revues scientifiques à comité de lecture.
491|1|0| Quelle place sur le podium ? Je lutte pour la médaille.
492|0|0| continuer vous n'en êtes pas loin.
493|0|0| et la recherche des subsides..... « La blague dans la plupart des départements de biologie universitaire pour les chercheurs qui cherchent du financement, est « comment puis-je lier ma recherche au réchauffement climatique ? » (Jim Steele – BS – MS – Biologie de l’environnement )
494|0|0| ah oui donc ils font ça pour l'argent bien sûr. Vous avez des sources à partager ?
495|0|0|Un Avion vert (Solaire) ?
496|2|0|Évidemment favorable à cette loi. Bravo  d’avoir l’audace de proposer cette loi et Thomas pour le relais 👍🏼 ça fait du bien en cette rentrée !
497|0|0|Commençons par taxer le carburant pour avion !
498|1|0|en réalité il faudrait une loi simple et non discriminatoire et que tour le monde peut comprendre du genre tout ce qui génére plus de X g de CO2 par passager par km est interdit. Ce serait sans doute plus efficace qu'une loi trop ciblée.
499|0|0|Nos hommes politiques n'ont vraiment rien d'autres à faire ! Aucune urgence autre que les jets privés ! Peut être supprimer leur véhicule de fonction, c'est bon pour la planète 
500|2|0|Encore une agitation inutile. Il y a plus intelligent et plus urgent à faire seulement ce n'est pas assez démagogique, en particulier pour les frustrés. Donner aux foyers de l'autonomie dans la gestion des flux et des énergies en agissant à grande échelle serait bien plus efficace que de vouloir empêcher les autres de faire ce que l'on n'est pas capable de faire soi-même. Un cas bien français.
501|0|1|Va-t-on continuer d'argumenter que 0,1% de la population peut faire ce qu'elle veut parce que ils ne sont responsables que de 1% de la pollution ? Ou d'autres raccourcis de ce genre, que ce soit d'un côté comme de l'autre ?Nous devons TOUS faire attention, réfléchir à 2 fois sur notre comportement. Cela ne doit exclure aucune catégorie d'individus.Certains pourront covoiturer, utiliser l'eau de cuisson pour désherber et d'autres limiter l'usage de jets privés...c'est une nécessité pour tous qui doit être faite par tous, à son niveau (2/2)
502|0|0|Va-t-on continuer d'argumenter que 0,1% de la population peut faire ce qu'elle veut parce que ils ne sont responsables que de 1% de la pollution ? Ou d'autres raccourcis de ce genre, que ce soit d'un côté comme de l'autre ?Nous devons TOUS faire attention, réfléchir à 2 fois sur notre comportement. Cela ne doit exclure aucune catégorie d'individus.Certains pourront covoiturer, utiliser l'eau de cuisson pour désherber et d'autres limiter l'usage de jets privés...c'est une nécessité pour tous qui doit être faite par tous, à son niveau (2/2)
503|0|0|Et dans la foulée on pourrait aussi interdire les SUV....
504|0|0|, on pourrait même aller jusqu'à des mesures radicales limitant l'usage des moyens de transports aeriens aux cas où une mobilité douce n'est pas possible.Pour avoir de l'adhesion autour d'une mesure cette dernière doit être soutenable. Plutôt qu'interdire, renforcer les taxes aeroportuaires et modifier le modele d'amortissement financier pourrait avoir le même impact tout en étant perçu différemment.🤷🏾‍♂️
505|2|0|Il est nécessaire de se mobiliser pour changer les choses.Interdire les jets privés dans l'espace aérien français et européen dès 2024, c'est possible :
506|6|0|Avec notre societé  nous développons une avion electrique capable de executer au moins 50% des missions actuelles ( jusqu’a 500 km) en remplacent des petits business jets de 4-9 places vers 2030. Le secteur des business jets porte une grande opportunité d’accélérer l’aviation verte considerant la demande et les marges plus hautes.
507|0|0|C'est dommage quand-même : ces avions sont juste splendides ...
508|0|0|Celui qui après cet été catastrophique n'a toujours pas compris que la planète et ses habitants sont en grave danger est une autruche qui mérite une bonne fessée pendant qu'il enfonce sa tête dans le sable.
509|1|0|J’en ai marre. Oui, il devrait utiliser des moyens moins polluants pour voyager, et oui nous devrions abandonner les moyens de communication modernes qui appauvrissent notre planète, créent de vrais déserts. Je vais être grossier, voir vulgaire, vous me faites chier à pointer du doigt des personnes alors que nous sommes des millions à profiter de nos petits avantages, aux quotidien, en se voilant la face. Si vous voulez chasser les sorcières, faites comme elles, utilisez votre balai pour virer les mauvais esprits, pas pour donner des leçons !!! Vous m’emmerdez avec vos pseudos révoltes sur des réseaux dont nous sommes tous les poires. Stop à cette tendance !!!! Produire un outil de communication moderne tels que ceux que nous utilisons chaque jour est bien plus mortifère qu’un trajet en avion, en voiture, en vélo électrique. Nous sommes passés de l’homoerectus à l’homoconsumerus, alors arrêtons de montrer du doigt et regardons en face ce que nous sommes.
510|0|0|Lamentables
511|0|0|Un raisonnement intéressant mais plutôt extrême, il est vrai que les jets privée suscitent les débats particulièrement sur les émissions. Mais il faut arrêter de penser que l’on ne changera l’habitude de certains usagers. En revanche avoir recours à la compensation Carbon ou encore l’offsetting de SAF est une solution. L’interdiction serait stupide vous ne voyez que la partie émergés de l’aviation privée se domaine est complexe et ne se résume pas au simple vol de plaisir.
512|0|0|Le truc qui me fait grincer dans l’article…la majorité s’approprie cette idée via Baune alors qu’elle vogue tout partis confondus depuis un moment…
513|0|0|Comme tout journaliste, c’est une info partielle et orientée, sans dissociation, ni analyse globale des contextes et conséquences.
514|1|0|Moi, je suis juste ébahie du nombre de personnes qui défend le droit à l’utilisation outrancière des jets privés, quand bien même ils n’auront jamais les moyens de s’en offrir un et qu’ils payent de leur santé ainsi que de l’avenir de leurs enfants pour que ce moyen de transport perdure (alors qu’il en existe tellement d’autres). On vous a vendu le mauvais rêve les gars, il est temps de se reprendre.
515|0|1|EVFLY est une compagnie de transport aérien qui s'équipera principalement d'avions électriques pour les services régionaux et urbains dans un avenir proche. Actuellement, elle a signé pour 15 eVTOL (Electric Vertical Take Off and Landing) et 50 options. 
516|0|0|EVFLY est une compagnie de transport aérien qui s'équipera principalement d'avions électriques pour les services régionaux et urbains dans un avenir proche. Actuellement, elle a signé pour 15 eVTOL (Electric Vertical Take Off and Landing) et 50 options. 
